display_position,editorial_player_key,editorial_team_abbr,editorial_team_full_name,editorial_team_key,eligible_positions,is_undroppable,player_id,player_key,position_type,primary_position,uniform_number,bye_weeks.week,headshot.size,headshot.url,name.ascii_first,name.ascii_last,name.first,name.full,name.last,draft_analysis.average_pick,draft_analysis.average_round,draft_analysis.average_cost,draft_analysis.percent_drafted,status,has_player_notes,player_notes_last_timestamp
WR,nfl.p.26246,Cin,Cincinnati Bengals,nfl.t.4,['WR'],0,26246,273.p.26246,O,WR,83,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Taveon,Rogers,Taveon,Taveon Rogers,Rogers,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26248,Cin,Cincinnati Bengals,nfl.t.4,['RB'],0,26248,273.p.26248,O,RB,37,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Rodney,Stewart,Rodney,Rodney Stewart,Stewart,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26250,SF,San Francisco 49ers,nfl.t.25,['RB'],0,26250,273.p.26250,O,RB,44,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Cameron,Bell,Cameron,Cameron Bell,Bell,0.0,0.0,0.0,0.0,,,
TE,nfl.p.26253,SF,San Francisco 49ers,nfl.t.25,['TE'],0,26253,273.p.26253,O,TE,88,9,small,https://s.yimg.com/iu/api/res/1.2/GtnfRNtPCOFUadAlJkSTsA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08232019/26253.png,Garrett,Celek,Garrett,Garrett Celek,Celek,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26255,SF,San Francisco 49ers,nfl.t.25,['RB'],0,26255,273.p.26255,O,RB,33,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jewel,Hampton,Jewel,Jewel Hampton,Hampton,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26261,NYJ,New York Jets,nfl.t.20,['WR'],0,26261,273.p.26261,O,WR,17,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Chris,Owusu,Chris,Chris Owusu,Owusu,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26262,LV,Las Vegas Raiders,nfl.t.13,['WR'],0,26262,273.p.26262,O,WR,13,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Nathan,Palmer,Nathan,Nathan Palmer,Palmer,0.0,0.0,0.0,0.0,,,
K,nfl.p.26264,Ten,Tennessee Titans,nfl.t.10,['K'],0,26264,273.p.26264,K,K,2,11,small,https://s.yimg.com/iu/api/res/1.2/E3TZntf.DE93tWNkrBBLzw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08192019/26264.png,Giorgio,Tavecchio,Giorgio,Giorgio Tavecchio,Tavecchio,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26266,Ind,Indianapolis Colts,nfl.t.11,['WR'],0,26266,273.p.26266,O,WR,81,4,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Brian,Tyms,Brian,Brian Tyms,Tyms,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26272,Sea,Seattle Seahawks,nfl.t.26,['WR'],0,26272,273.p.26272,O,WR,8,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jeff,Fuller,Jeff,Jeff Fuller,Fuller,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26273,Jax,Jacksonville Jaguars,nfl.t.30,['RB'],0,26273,273.p.26273,O,RB,34,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jonas,Gray,Jonas,Jonas Gray,Gray,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26274,Was,Washington Commanders,nfl.t.28,['RB'],0,26274,273.p.26274,O,RB,34,10,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Antwon,Bailey,Antwon,Antwon Bailey,Bailey,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26276,Ten,Tennessee Titans,nfl.t.10,['RB'],0,26276,273.p.26276,O,RB,22,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Lennon,Creer,Lennon,Lennon Creer,Creer,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26278,Was,Washington Commanders,nfl.t.28,['WR'],0,26278,273.p.26278,O,WR,17,10,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Darius,Hanks,Darius,Darius Hanks,Hanks,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26282,NO,New Orleans Saints,nfl.t.18,['WR'],0,26282,273.p.26282,O,WR,84,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Lance,Lewis,Lance,Lance Lewis,Lewis,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26289,Ten,Tennessee Titans,nfl.t.10,['WR'],0,26289,273.p.26289,O,WR,14,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Derek,Moye,Derek,Derek Moye,Moye,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26291,Hou,Houston Texans,nfl.t.34,['WR'],0,26291,273.p.26291,O,WR,84,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Mario,Louis,Mario,Mario Louis,Louis,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26292,KC,Kansas City Chiefs,nfl.t.12,['WR'],0,26292,273.p.26292,O,WR,89,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jerrell,Jackson,Jerrell,Jerrell Jackson,Jackson,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26293,NYJ,New York Jets,nfl.t.20,['WR'],0,26293,273.p.26293,O,WR,14,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Dwight,Jones,Dwight,Dwight Jones,Jones,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26295,Pit,Pittsburgh Steelers,nfl.t.23,['RB'],0,26295,273.p.26295,O,RB,21,4,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jason,Ford,Jason,Jason Ford,Ford,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26299,Ari,Arizona Cardinals,nfl.t.22,['RB'],0,26299,273.p.26299,O,RB,32,10,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Derrick,Coleman,Derrick,Derrick Coleman,Coleman,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26304,Min,Minnesota Vikings,nfl.t.16,['WR'],0,26304,273.p.26304,O,WR,12,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Kamar,Jorden,Kamar,Kamar Jorden,Jorden,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26316,Ten,Tennessee Titans,nfl.t.10,['WR'],0,26316,273.p.26316,O,WR,12,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,D.J.,Woods,D.J.,D.J. Woods,Woods,0.0,0.0,0.0,0.0,,,
QB,nfl.p.26317,Atl,Atlanta Falcons,nfl.t.1,['QB'],0,26317,273.p.26317,O,QB,9,7,small,https://s.yimg.com/iu/api/res/1.2/H7M0LSU81JvuO6aTz5fnSw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08222017/26317.png,Matt,Simms,Matt,Matt Simms,Simms,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26319,Phi,Philadelphia Eagles,nfl.t.21,['WR'],0,26319,273.p.26319,O,WR,80,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Brian,Hernandez,Brian,Brian Hernandez,Hernandez,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26321,NE,New England Patriots,nfl.t.17,['WR'],0,26321,273.p.26321,O,WR,19,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Samuel,Kirkland,Samuel,Samuel Kirkland,Kirkland,0.0,0.0,0.0,0.0,,,
TE,nfl.p.26323,Was,Washington Commanders,nfl.t.28,['TE'],0,26323,273.p.26323,O,TE,87,10,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Beau,Reliford,Beau,Beau Reliford,Reliford,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26326,TB,Tampa Bay Buccaneers,nfl.t.27,['RB'],0,26326,273.p.26326,O,RB,39,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,De'Anthony,Curtis,De'Anthony,De'Anthony Curtis,Curtis,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26330,TB,Tampa Bay Buccaneers,nfl.t.27,['RB'],0,26330,273.p.26330,O,RB,49,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Antonio,Leak,Antonio,Antonio Leak,Leak,0.0,0.0,0.0,0.0,,,
TE,nfl.p.26332,Jax,Jacksonville Jaguars,nfl.t.30,['TE'],0,26332,273.p.26332,O,TE,88,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Danny,Noble,Danny,Danny Noble,Noble,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26335,Car,Carolina Panthers,nfl.t.29,['WR'],0,26335,273.p.26335,O,WR,12,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Mike,Brown,Mike,Mike Brown,Brown,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26336,NYJ,New York Jets,nfl.t.20,['WR'],0,26336,273.p.26336,O,WR,7,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Chris,Forcier,Chris,Chris Forcier,Forcier,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26340,LAR,Los Angeles Rams,nfl.t.14,['RB'],0,26340,273.p.26340,O,RB,47,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Todd,Anderson,Todd,Todd Anderson,Anderson,0.0,0.0,0.0,0.0,,,
QB,nfl.p.26346,Ten,Tennessee Titans,nfl.t.10,['QB'],0,26346,273.p.26346,O,QB,12,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Austin,Davis,Austin,Austin Davis,Davis,0.0,0.0,0.0,0.0,,,
TE,nfl.p.26347,LAR,Los Angeles Rams,nfl.t.14,['TE'],0,26347,273.p.26347,O,TE,46,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Cory,Harkey,Cory,Cory Harkey,Harkey,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26353,LAR,Los Angeles Rams,nfl.t.14,['WR'],0,26353,273.p.26353,O,WR,14,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Nick,Johnson,Nick,Nick Johnson,Johnson,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26357,LAR,Los Angeles Rams,nfl.t.14,['RB'],0,26357,273.p.26357,O,RB,36,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Calvin,Middleton,Calvin,Calvin Middleton,Middleton,0.0,0.0,0.0,0.0,,,
TE,nfl.p.26358,Den,Denver Broncos,nfl.t.7,['TE'],0,26358,273.p.26358,O,TE,86,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Deangelo,Peterson,Deangelo,Deangelo Peterson,Peterson,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26360,LAR,Los Angeles Rams,nfl.t.14,['RB'],0,26360,273.p.26360,O,RB,35,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Nicholas,Schwieger,Nicholas,Nicholas Schwieger,Schwieger,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26363,NYJ,New York Jets,nfl.t.20,['WR'],0,26363,273.p.26363,O,WR,18,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Royce,Pollard,Royce,Royce Pollard,Pollard,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26368,Min,Minnesota Vikings,nfl.t.16,['WR'],0,26368,273.p.26368,O,WR,11,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Josh,Cooper,Josh,Josh Cooper,Cooper,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26375,Pit,Pittsburgh Steelers,nfl.t.23,['WR'],0,26375,273.p.26375,O,WR,11,4,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Bert,Reed,Bert,Bert Reed,Reed,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26376,Cle,Cleveland Browns,nfl.t.5,['WR'],0,26376,273.p.26376,O,WR,85,10,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jermaine,Saffold,Jermaine,Jermaine Saffold,Saffold,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26382,Det,Detroit Lions,nfl.t.8,['WR'],0,26382,273.p.26382,O,WR,12,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Troy,Burrell,Troy,Troy Burrell,Burrell,0.0,0.0,0.0,0.0,,,
K,nfl.p.26384,Jax,Jacksonville Jaguars,nfl.t.30,['K'],0,26384,273.p.26384,K,K,3,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Derek,Dimke,Derek,Derek Dimke,Dimke,0.0,0.0,0.0,0.0,,,
WR,nfl.p.26385,Det,Detroit Lions,nfl.t.8,['WR'],0,26385,273.p.26385,O,WR,83,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Patrick,Edwards,Patrick,Patrick Edwards,Edwards,0.0,0.0,0.0,0.0,,,
TE,nfl.p.26386,Ari,Arizona Cardinals,nfl.t.22,['TE'],0,26386,273.p.26386,O,TE,80,10,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Alex,Gottlieb,Alex,Alex Gottlieb,Gottlieb,0.0,0.0,0.0,0.0,,,
RB,nfl.p.26387,Det,Detroit Lions,nfl.t.8,['RB'],0,26387,273.p.26387,O,RB,43,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Stephfon,Green,Stephfon,Stephfon Green,Green,0.0,0.0,0.0,0.0,,,
